task_index,repetition,strategy,models_used,internals
118,1,expert-panel,phala/gpt-oss-120b|kimi-k2-0905-preview|hf:Qwen/Qwen3.5-397B-A17B|Qwen/Qwen3-8B,"[cost:provider_reported,confidence:high] [models: phala/gpt-oss-120b, kimi-k2-0905-preview, hf:Qwen/Qwen3.5-397B-A17B, Qwen/Qwen3-8B] [decider: Qwen/Qwen3-8B] [subcalls: expert-analysis:phala/gpt-oss-120b($0.0005/0ms), expert-synthesis:kimi-k2-0905-preview($0.0000/0ms), expert-verification:hf:Qwen/Qwen3.5-397B-A17B($0.0000/0ms), coordinator:Qwen/Qwen3-8B($0.0002/0ms)] [source: explicit] [chain: phala/gpt-oss-120b → kimi-k2-0905-preview → hf:Qwen/Qwen3.5-397B-A17B → Qwen/Qwen3-8B]"
118,2,expert-panel,kimi-k2-0905-preview|hf:Qwen/Qwen3.5-397B-A17B|openai/gpt-oss-120b|mistral-large-latest,"[cost:provider_reported,confidence:high] [models: kimi-k2-0905-preview, hf:Qwen/Qwen3.5-397B-A17B, openai/gpt-oss-120b, mistral-large-latest] [decider: mistral-large-latest] [subcalls: expert-analysis:kimi-k2-0905-preview($0.0000/0ms), expert-synthesis:hf:Qwen/Qwen3.5-397B-A17B($0.0000/0ms), expert-verification:openai/gpt-oss-120b($0.0001/0ms), coordinator:mistral-large-latest($0.0044/0ms)] [source: explicit] [chain: kimi-k2-0905-preview → hf:Qwen/Qwen3.5-397B-A17B → openai/gpt-oss-120b → mistral-large-latest]"
119,1,expert-panel,phala/gpt-oss-120b|kimi-k2-0905-preview|hf:Qwen/Qwen3.5-397B-A17B|Qwen/Qwen3-8B,"[cost:provider_reported,confidence:high] [models: phala/gpt-oss-120b, kimi-k2-0905-preview, hf:Qwen/Qwen3.5-397B-A17B, Qwen/Qwen3-8B] [decider: Qwen/Qwen3-8B] [subcalls: expert-analysis:phala/gpt-oss-120b($0.0000/0ms), expert-synthesis:kimi-k2-0905-preview($0.0000/0ms), expert-verification:hf:Qwen/Qwen3.5-397B-A17B($0.0000/0ms), coordinator:Qwen/Qwen3-8B($0.0001/0ms)] [source: explicit] [chain: phala/gpt-oss-120b → kimi-k2-0905-preview → hf:Qwen/Qwen3.5-397B-A17B → Qwen/Qwen3-8B]"
119,2,expert-panel,kimi-k2-0905-preview|hf:Qwen/Qwen3.5-397B-A17B|meta-llama/Llama-3.1-8B-Instruct|deepseek-v4-pro,"[cost:provider_reported,confidence:high] [models: kimi-k2-0905-preview, hf:Qwen/Qwen3.5-397B-A17B, meta-llama/Llama-3.1-8B-Instruct, deepseek-v4-pro] [decider: deepseek-v4-pro] [subcalls: expert-analysis:kimi-k2-0905-preview($0.0000/0ms), expert-synthesis:hf:Qwen/Qwen3.5-397B-A17B($0.0000/0ms), expert-verification:meta-llama/Llama-3.1-8B-Instruct($0.0000/0ms), coordinator:deepseek-v4-pro($0.1980/0ms)] [source: explicit] [chain: kimi-k2-0905-preview → hf:Qwen/Qwen3.5-397B-A17B → meta-llama/Llama-3.1-8B-Instruct → deepseek-v4-pro]"
120,1,expert-panel,phala/gpt-oss-120b|kimi-k2-0905-preview|hf:Qwen/Qwen3.5-397B-A17B|Qwen/Qwen3-32B,"[cost:provider_reported,confidence:high] [models: phala/gpt-oss-120b, kimi-k2-0905-preview, hf:Qwen/Qwen3.5-397B-A17B, Qwen/Qwen3-32B] [decider: Qwen/Qwen3-32B] [subcalls: expert-analysis:phala/gpt-oss-120b($0.0000/0ms), expert-synthesis:kimi-k2-0905-preview($0.0000/0ms), expert-verification:hf:Qwen/Qwen3.5-397B-A17B($0.0000/0ms), coordinator:Qwen/Qwen3-32B($0.0001/0ms)] [source: explicit] [chain: phala/gpt-oss-120b → kimi-k2-0905-preview → hf:Qwen/Qwen3.5-397B-A17B → Qwen/Qwen3-32B]"
120,2,expert-panel,kimi-k2-0905-preview|hf:Qwen/Qwen3.5-397B-A17B|deepseek-v4-pro|meta-llama/Llama-3.1-8B-Instruct,"[cost:provider_reported,confidence:high] [models: kimi-k2-0905-preview, hf:Qwen/Qwen3.5-397B-A17B, deepseek-v4-pro, meta-llama/Llama-3.1-8B-Instruct] [decider: meta-llama/Llama-3.1-8B-Instruct] [subcalls: expert-analysis:kimi-k2-0905-preview($0.0000/0ms), expert-synthesis:hf:Qwen/Qwen3.5-397B-A17B($0.0000/0ms), expert-verification:deepseek-v4-pro($0.3495/0ms), coordinator:meta-llama/Llama-3.1-8B-Instruct($0.0000/0ms)] [source: explicit] [chain: kimi-k2-0905-preview → hf:Qwen/Qwen3.5-397B-A17B → deepseek-v4-pro → meta-llama/Llama-3.1-8B-Instruct]"
121,1,expert-panel,phala/gpt-oss-120b|kimi-k2-0905-preview|hf:Qwen/Qwen3.5-397B-A17B|Qwen/Qwen3-8B,"[cost:provider_reported,confidence:high] [models: phala/gpt-oss-120b, kimi-k2-0905-preview, hf:Qwen/Qwen3.5-397B-A17B, Qwen/Qwen3-8B] [decider: Qwen/Qwen3-8B] [subcalls: expert-analysis:phala/gpt-oss-120b($0.0000/0ms), expert-synthesis:kimi-k2-0905-preview($0.0000/0ms), expert-verification:hf:Qwen/Qwen3.5-397B-A17B($0.0000/0ms), coordinator:Qwen/Qwen3-8B($0.0002/0ms)] [source: explicit] [chain: phala/gpt-oss-120b → kimi-k2-0905-preview → hf:Qwen/Qwen3.5-397B-A17B → Qwen/Qwen3-8B]"
121,2,expert-panel,kimi-k2-0905-preview|hf:Qwen/Qwen3.5-397B-A17B|Qwen/Qwen3-8B|mistral-large-latest,"[cost:provider_reported,confidence:high] [models: kimi-k2-0905-preview, hf:Qwen/Qwen3.5-397B-A17B, Qwen/Qwen3-8B, mistral-large-latest] [decider: mistral-large-latest] [subcalls: expert-analysis:kimi-k2-0905-preview($0.0000/0ms), expert-synthesis:hf:Qwen/Qwen3.5-397B-A17B($0.0000/0ms), expert-verification:Qwen/Qwen3-8B($0.0002/0ms), coordinator:mistral-large-latest($0.0038/0ms)] [source: explicit] [chain: kimi-k2-0905-preview → hf:Qwen/Qwen3.5-397B-A17B → Qwen/Qwen3-8B → mistral-large-latest]"
122,1,expert-panel,phala/gpt-oss-120b|kimi-k2-0905-preview|hf:Qwen/Qwen3.5-397B-A17B|Qwen/Qwen3-32B,"[cost:provider_reported,confidence:high] [models: phala/gpt-oss-120b, kimi-k2-0905-preview, hf:Qwen/Qwen3.5-397B-A17B, Qwen/Qwen3-32B] [decider: Qwen/Qwen3-32B] [subcalls: expert-analysis:phala/gpt-oss-120b($0.0000/0ms), expert-synthesis:kimi-k2-0905-preview($0.0000/0ms), expert-verification:hf:Qwen/Qwen3.5-397B-A17B($0.0000/0ms), coordinator:Qwen/Qwen3-32B($0.0001/0ms)] [source: explicit] [chain: phala/gpt-oss-120b → kimi-k2-0905-preview → hf:Qwen/Qwen3.5-397B-A17B → Qwen/Qwen3-32B]"
122,2,expert-panel,kimi-k2-0905-preview|hf:Qwen/Qwen3.5-397B-A17B|meta-llama/Llama-3.1-8B-Instruct|deepseek-v4-pro,"[cost:provider_reported,confidence:high] [models: kimi-k2-0905-preview, hf:Qwen/Qwen3.5-397B-A17B, meta-llama/Llama-3.1-8B-Instruct, deepseek-v4-pro] [decider: deepseek-v4-pro] [subcalls: expert-analysis:kimi-k2-0905-preview($0.0000/0ms), expert-synthesis:hf:Qwen/Qwen3.5-397B-A17B($0.0000/0ms), expert-verification:meta-llama/Llama-3.1-8B-Instruct($0.0000/0ms), coordinator:deepseek-v4-pro($0.3200/0ms)] [source: explicit] [chain: kimi-k2-0905-preview → hf:Qwen/Qwen3.5-397B-A17B → meta-llama/Llama-3.1-8B-Instruct → deepseek-v4-pro]"
123,1,expert-panel,phala/gpt-oss-120b|kimi-k2-0905-preview|hf:Qwen/Qwen3.5-397B-A17B|Qwen/Qwen3-8B,"[cost:provider_reported,confidence:high] [models: phala/gpt-oss-120b, kimi-k2-0905-preview, hf:Qwen/Qwen3.5-397B-A17B, Qwen/Qwen3-8B] [decider: Qwen/Qwen3-8B] [subcalls: expert-analysis:phala/gpt-oss-120b($0.0000/0ms), expert-synthesis:kimi-k2-0905-preview($0.0000/0ms), expert-verification:hf:Qwen/Qwen3.5-397B-A17B($0.0000/0ms), coordinator:Qwen/Qwen3-8B($0.0001/0ms)] [source: explicit] [chain: phala/gpt-oss-120b → kimi-k2-0905-preview → hf:Qwen/Qwen3.5-397B-A17B → Qwen/Qwen3-8B]"
123,2,expert-panel,kimi-k2-0905-preview|hf:Qwen/Qwen3.5-397B-A17B|mistral-large-latest|qwen3-max-preview,"[cost:provider_reported,confidence:high] [models: kimi-k2-0905-preview, hf:Qwen/Qwen3.5-397B-A17B, mistral-large-latest, qwen3-max-preview] [decider: qwen3-max-preview] [subcalls: expert-analysis:kimi-k2-0905-preview($0.0000/0ms), expert-synthesis:hf:Qwen/Qwen3.5-397B-A17B($0.0000/0ms), expert-verification:mistral-large-latest($0.0023/0ms), coordinator:qwen3-max-preview($0.2592/0ms)] [source: explicit] [chain: kimi-k2-0905-preview → hf:Qwen/Qwen3.5-397B-A17B → mistral-large-latest → qwen3-max-preview]"
124,1,expert-panel,phala/gpt-oss-120b|kimi-k2-0905-preview|hf:Qwen/Qwen3.5-397B-A17B|openai/gpt-oss-120b,"[cost:provider_reported,confidence:high] [models: phala/gpt-oss-120b, kimi-k2-0905-preview, hf:Qwen/Qwen3.5-397B-A17B, openai/gpt-oss-120b] [decider: openai/gpt-oss-120b] [subcalls: expert-analysis:phala/gpt-oss-120b($0.0000/0ms), expert-synthesis:kimi-k2-0905-preview($0.0000/0ms), expert-verification:hf:Qwen/Qwen3.5-397B-A17B($0.0000/0ms), coordinator:openai/gpt-oss-120b($0.0001/0ms)] [source: explicit] [chain: phala/gpt-oss-120b → kimi-k2-0905-preview → hf:Qwen/Qwen3.5-397B-A17B → openai/gpt-oss-120b]"
125,1,expert-panel,phala/gpt-oss-120b|kimi-k2-0905-preview|hf:Qwen/Qwen3.5-397B-A17B|Qwen/Qwen3-8B,"[cost:provider_reported,confidence:high] [models: phala/gpt-oss-120b, kimi-k2-0905-preview, hf:Qwen/Qwen3.5-397B-A17B, Qwen/Qwen3-8B] [decider: Qwen/Qwen3-8B] [subcalls: expert-analysis:phala/gpt-oss-120b($0.0000/0ms), expert-synthesis:kimi-k2-0905-preview($0.0000/0ms), expert-verification:hf:Qwen/Qwen3.5-397B-A17B($0.0000/0ms), coordinator:Qwen/Qwen3-8B($0.0001/0ms)] [source: explicit] [chain: phala/gpt-oss-120b → kimi-k2-0905-preview → hf:Qwen/Qwen3.5-397B-A17B → Qwen/Qwen3-8B]"
125,2,expert-panel,kimi-k2-0905-preview|hf:Qwen/Qwen3.5-397B-A17B|qwen3-max-preview|Qwen/Qwen3-8B,"[cost:provider_reported,confidence:high] [models: kimi-k2-0905-preview, hf:Qwen/Qwen3.5-397B-A17B, qwen3-max-preview, Qwen/Qwen3-8B] [decider: Qwen/Qwen3-8B] [subcalls: expert-analysis:kimi-k2-0905-preview($0.0000/0ms), expert-synthesis:hf:Qwen/Qwen3.5-397B-A17B($0.0000/0ms), expert-verification:qwen3-max-preview($0.3135/0ms), coordinator:Qwen/Qwen3-8B($0.0002/0ms)] [source: explicit] [chain: kimi-k2-0905-preview → hf:Qwen/Qwen3.5-397B-A17B → qwen3-max-preview → Qwen/Qwen3-8B]"
97,1,parallel,meta-llama/Llama-3.1-8B-Instruct|openai/gpt-oss-120b,"[cost:provider_reported,confidence:high] [models: meta-llama/Llama-3.1-8B-Instruct, openai/gpt-oss-120b] [decider: openai/gpt-oss-120b] [subcalls: primary:meta-llama/Llama-3.1-8B-Instruct($0.0000/5870ms), secondary:openai/gpt-oss-120b($0.0005/1601ms)] [source: explicit] [chain: meta-llama/Llama-3.1-8B-Instruct → openai/gpt-oss-120b]"
97,1,parallel,meta-llama/Llama-3.1-8B-Instruct|openai/gpt-oss-120b,"[cost:provider_reported,confidence:high] [models: meta-llama/Llama-3.1-8B-Instruct, openai/gpt-oss-120b] [decider: openai/gpt-oss-120b] [subcalls: primary:meta-llama/Llama-3.1-8B-Instruct($0.0000/6129ms), secondary:openai/gpt-oss-120b($0.0006/2317ms)] [source: explicit] [chain: meta-llama/Llama-3.1-8B-Instruct → openai/gpt-oss-120b]"
97,1,parallel,meta-llama/Llama-3.1-8B-Instruct|openai/gpt-oss-120b,"[cost:provider_reported,confidence:high] [models: meta-llama/Llama-3.1-8B-Instruct, openai/gpt-oss-120b] [decider: openai/gpt-oss-120b] [subcalls: primary:meta-llama/Llama-3.1-8B-Instruct($0.0000/6201ms), secondary:openai/gpt-oss-120b($0.0004/1229ms)] [source: explicit] [chain: meta-llama/Llama-3.1-8B-Instruct → openai/gpt-oss-120b]"
97,2,parallel,meta-llama/Llama-3.1-8B-Instruct|openai/gpt-oss-120b,"[cost:provider_reported,confidence:high] [models: meta-llama/Llama-3.1-8B-Instruct, openai/gpt-oss-120b] [decider: openai/gpt-oss-120b] [subcalls: primary:meta-llama/Llama-3.1-8B-Instruct($0.0000/4124ms), secondary:openai/gpt-oss-120b($0.0006/1931ms)] [source: explicit] [chain: meta-llama/Llama-3.1-8B-Instruct → openai/gpt-oss-120b]"
84,1,quality_multipass,meta-llama/Llama-3.1-8B-Instruct,"[cost:provider_reported,confidence:high] [models: meta-llama/Llama-3.1-8B-Instruct] [decider: meta-llama/Llama-3.1-8B-Instruct] [subcalls: secondary:meta-llama/Llama-3.1-8B-Instruct($0.0002/20144ms)] [source: explicit] [chain: meta-llama/Llama-3.1-8B-Instruct]"
84,1,quality_multipass,meta-llama/Llama-3.1-8B-Instruct,"[cost:provider_reported,confidence:high] [models: meta-llama/Llama-3.1-8B-Instruct] [decider: meta-llama/Llama-3.1-8B-Instruct] [subcalls: secondary:meta-llama/Llama-3.1-8B-Instruct($0.0004/42474ms)] [source: explicit] [chain: meta-llama/Llama-3.1-8B-Instruct]"
84,1,quality_multipass,Qwen/Qwen3-8B,"[cost:provider_reported,confidence:high] [models: Qwen/Qwen3-8B] [decider: Qwen/Qwen3-8B] [subcalls: secondary:Qwen/Qwen3-8B($0.0005/15806ms)] [source: explicit] [chain: Qwen/Qwen3-8B]"
84,2,quality_multipass,meta-llama/Llama-3.1-8B-Instruct,"[cost:provider_reported,confidence:high] [models: meta-llama/Llama-3.1-8B-Instruct] [decider: meta-llama/Llama-3.1-8B-Instruct] [subcalls: secondary:meta-llama/Llama-3.1-8B-Instruct($0.0007/81959ms)] [source: explicit] [chain: meta-llama/Llama-3.1-8B-Instruct]"
84,2,quality_multipass,meta-llama/Llama-3.1-8B-Instruct,"[cost:provider_reported,confidence:high] [models: meta-llama/Llama-3.1-8B-Instruct] [decider: meta-llama/Llama-3.1-8B-Instruct] [subcalls: secondary:meta-llama/Llama-3.1-8B-Instruct($0.0001/25532ms)] [source: explicit] [chain: meta-llama/Llama-3.1-8B-Instruct]"
84,2,quality_multipass,meta-llama/Llama-3.1-8B-Instruct,"[cost:provider_reported,confidence:high] [models: meta-llama/Llama-3.1-8B-Instruct] [decider: meta-llama/Llama-3.1-8B-Instruct] [subcalls: secondary:meta-llama/Llama-3.1-8B-Instruct($0.0001/7600ms)] [source: explicit] [chain: meta-llama/Llama-3.1-8B-Instruct]"
76,1,stigmergic-refinement,Qwen/Qwen3-8B|hf:Qwen/Qwen3.5-397B-A17B,"[cost:provider_reported,confidence:high] [models: Qwen/Qwen3-8B, hf:Qwen/Qwen3.5-397B-A17B] [decider: Qwen/Qwen3-8B] [subcalls: drafter:Qwen/Qwen3-8B($0.0006/23263ms), refiner:hf:Qwen/Qwen3.5-397B-A17B($0.0000/1ms)] [source: explicit] [chain: Qwen/Qwen3-8B → hf:Qwen/Qwen3.5-397B-A17B]"
76,1,stigmergic-refinement,Qwen/Qwen3-8B|hf:Qwen/Qwen3.5-397B-A17B,"[cost:provider_reported,confidence:high] [models: Qwen/Qwen3-8B, hf:Qwen/Qwen3.5-397B-A17B] [decider: Qwen/Qwen3-8B] [subcalls: drafter:Qwen/Qwen3-8B($0.0009/33108ms), refiner:hf:Qwen/Qwen3.5-397B-A17B($0.0000/0ms)] [source: explicit] [chain: Qwen/Qwen3-8B → hf:Qwen/Qwen3.5-397B-A17B]"
76,1,stigmergic-refinement,Qwen/Qwen3-8B|hf:Qwen/Qwen3.5-397B-A17B,"[cost:provider_reported,confidence:high] [models: Qwen/Qwen3-8B, hf:Qwen/Qwen3.5-397B-A17B] [decider: Qwen/Qwen3-8B] [subcalls: drafter:Qwen/Qwen3-8B($0.0007/23960ms), refiner:hf:Qwen/Qwen3.5-397B-A17B($0.0000/0ms)] [source: explicit] [chain: Qwen/Qwen3-8B → hf:Qwen/Qwen3.5-397B-A17B]"
76,2,stigmergic-refinement,openai/gpt-oss-120b|meta-llama/Llama-3.1-8B-Instruct|hf:Qwen/Qwen3.5-397B-A17B|kimi-k2-0905-preview,"[cost:provider_reported,confidence:high] [models: openai/gpt-oss-120b, meta-llama/Llama-3.1-8B-Instruct, hf:Qwen/Qwen3.5-397B-A17B, kimi-k2-0905-preview] [decider: openai/gpt-oss-120b] [subcalls: drafter:openai/gpt-oss-120b($0.0007/2261ms), refiner:meta-llama/Llama-3.1-8B-Instruct($0.0002/25721ms), critic:hf:Qwen/Qwen3.5-397B-A17B($0.0000/0ms), synthesizer:kimi-k2-0905-preview($0.0000/0ms)] [source: explicit] [chain: openai/gpt-oss-120b → meta-llama/Llama-3.1-8B-Instruct → hf:Qwen/Qwen3.5-397B-A17B → kimi-k2-0905-preview]"
76,2,stigmergic-refinement,openai/gpt-oss-120b|meta-llama/Llama-3.1-8B-Instruct|hf:Qwen/Qwen3.5-397B-A17B|kimi-k2-0905-preview,"[cost:provider_reported,confidence:high] [models: openai/gpt-oss-120b, meta-llama/Llama-3.1-8B-Instruct, hf:Qwen/Qwen3.5-397B-A17B, kimi-k2-0905-preview] [decider: openai/gpt-oss-120b] [subcalls: drafter:openai/gpt-oss-120b($0.0006/2251ms), refiner:meta-llama/Llama-3.1-8B-Instruct($0.0002/20638ms), critic:hf:Qwen/Qwen3.5-397B-A17B($0.0000/0ms), synthesizer:kimi-k2-0905-preview($0.0000/0ms)] [source: explicit] [chain: openai/gpt-oss-120b → meta-llama/Llama-3.1-8B-Instruct → hf:Qwen/Qwen3.5-397B-A17B → kimi-k2-0905-preview]"
76,2,stigmergic-refinement,openai/gpt-oss-120b|meta-llama/Llama-3.1-8B-Instruct|hf:Qwen/Qwen3.5-397B-A17B|kimi-k2-0905-preview,"[cost:provider_reported,confidence:high] [models: openai/gpt-oss-120b, meta-llama/Llama-3.1-8B-Instruct, hf:Qwen/Qwen3.5-397B-A17B, kimi-k2-0905-preview] [decider: openai/gpt-oss-120b] [subcalls: drafter:openai/gpt-oss-120b($0.0007/2962ms), refiner:meta-llama/Llama-3.1-8B-Instruct($0.0004/40621ms), critic:hf:Qwen/Qwen3.5-397B-A17B($0.0000/1ms), synthesizer:kimi-k2-0905-preview($0.0000/0ms)] [source: explicit] [chain: openai/gpt-oss-120b → meta-llama/Llama-3.1-8B-Instruct → hf:Qwen/Qwen3.5-397B-A17B → kimi-k2-0905-preview]"
